ID 	 arg1 	 arg2
P1196	{SRC-PROP-DESC=[death], SEE-ALSO=[death, birth, human], INST-FACET=[death, birth, human], SRC-PROP-LABEL=[death]}	{SRC-PROP-DESC=[circumstances], SRC-PROP-LABEL=[manner]}
P1198	{}	{SRC-PROP-DESC=[portion], SRC-PROP-LABEL=[unemployment, rate]}
P1199	{SRC-PROP-DESC=[trait, particular, genetic, generation, one, passed], SRC-PROP-LABEL=[inheritance]}	{SRC-PROP-DESC=[manner], SRC-PROP-LABEL=[mode], SUB-ITEM=[mode of inheritance]}
P1200	{SRC-PROP-DESC=[basin], SRC-PROP-LABEL=[category, water, basin]}	{SRC-PROP-DESC=[category], SRC-PROP-LABEL=[bodies]}
P1201	{SRC-PROP-DESC=[it]}	{SRC-PROP-DESC=[spacecraft, vehicle], SRC-PROP-LABEL=[space, tug]}
P1202	{SRC-PROP-LABEL=[instrument, scientific]}	{SRC-PROP-DESC=[vessel, satellite, device, instruments, scientific, carried]}
P1203	{}	{SRC-PROP-LABEL=[municipality, Finnish, number]}
P1204	{SRC-PROP-DESC=[portal], INVS-PROP=[Wikimedia portal]}	{SRC-PROP-DESC=[topic, primary], SRC-PROP-LABEL=[topic, main]}
P1207	{SRC-PROP-DESC=[catalog, Warsaw, University, Library], INST-FACET=[authority control]}	{SRC-PROP-DESC=[authority, control, number], SRC-PROP-LABEL=[NUKAT, authorities]}
P1208	{}	{SRC-PROP-DESC=[International, Standard, Music, Number], SRC-PROP-LABEL=[ISMN]}
P1209	{SRC-PROP-DESC=[newspaper, magazine], INST-FACET=[work]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[CN]}
P121	{}	{SRC-PROP-DESC=[equipment], SRC-PROP-LABEL=[equipment]}
P1210	{SRC-PROP-DESC=[engine]}	{SRC-PROP-DESC=[supercharger, turbocharger], SRC-PROP-LABEL=[supercharger]}
P1211	{SRC-PROP-DESC=[engine]}	{SRC-PROP-DESC=[fuel, system], SRC-PROP-LABEL=[fuel, system], SUB-ITEM=[engine fuel system]}
P1212	{SRC-PROP-DESC=[Museum, Louvre]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Atlas, ID], SUB-ITEM=[Atlas]}
P1213	{SRC-PROP-DESC=[China], INST-FACET=[authority control]}	{SRC-PROP-DESC=[person, identifier], SRC-PROP-LABEL=[NLC, authorities]}
P1214	{SRC-PROP-DESC=[data.riksdagen.se]}	{SRC-PROP-DESC=[id-number], SRC-PROP-LABEL=[Riksdagen, person-id]}
P1215	{SRC-PROP-DESC=[astronomic]}	{SRC-PROP-DESC=[magnitude, apparent], SRC-PROP-LABEL=[magnitude, apparent], SUB-ITEM=[apparent magnitude]}
P1216	{SRC-PROP-DESC=[buildings], INST-FACET=[cultural heritage]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[English, Heritage, list, number]}
P1217	{SRC-PROP-DESC=[venue, other], SRC-PROP-LABEL=[ID, Database, venue]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Internet, Broadway]}
P1218	{SRC-PROP-DESC=[show], SRC-PROP-LABEL=[ID, Database, production]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Internet, Broadway]}
P1219	{SRC-PROP-DESC=[work, other]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Internet, Broadway, Database, show]}
P122	{SRC-PROP-LABEL=[government]}	{SRC-PROP-DESC=[government], SRC-PROP-LABEL=[form, basic]}
P1220	{SRC-PROP-DESC=[Broadway], SRC-PROP-LABEL=[ID]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Internet, Broadway, Database]}
P1221	{}	{SRC-PROP-LABEL=[compressor, type]}
P1222	{SRC-PROP-LABEL=[ID]}	{SRC-PROP-LABEL=[NARA]}
P1223	{SRC-PROP-LABEL=[ID, organization]}	{SRC-PROP-LABEL=[NARA]}
P1224	{SRC-PROP-LABEL=[ID, geographic]}	{SRC-PROP-LABEL=[NARA]}
P1225	{SRC-PROP-LABEL=[ID, topical]}	{SRC-PROP-LABEL=[NARA]}
P1226	{SRC-PROP-LABEL=[ID, type]}	{SRC-PROP-LABEL=[NARA]}
P1227	{SRC-PROP-DESC=[sections, particular]}	{SRC-PROP-DESC=[passband], SRC-PROP-LABEL=[filter, astronomical], SUB-ITEM=[optical filter]}
P1229	{SRC-PROP-DESC=[politicians, Italian]}	{SRC-PROP-DESC=[page], SRC-PROP-LABEL=[Openpolis, ID]}
P123	{SRC-PROP-DESC=[books, periodicals]}	{SRC-PROP-DESC=[organization], SRC-PROP-LABEL=[publisher]}
P1230	{SRC-PROP-DESC=[journal], SRC-PROP-LABEL=[code, journal]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[JSTOR]}
P1231	{SRC-PROP-DESC=[records, catalogue], SRC-PROP-LABEL=[ID, catalogue, record]}	{SRC-PROP-DESC=[identifier, unique], SRC-PROP-LABEL=[NARA], SUB-ITEM=[National Archives and Records Administration]}
P1232	{SRC-PROP-DESC=[list, Linguist], SRC-PROP-LABEL=[code, list]}	{SRC-PROP-DESC=[language, code], SRC-PROP-LABEL=[Linguist]}
P1233	{SRC-PROP-DESC=[Database, Speculative, Fiction], INST-FACET=[authority control], SRC-PROP-LABEL=[ID, author]}	{SRC-PROP-DESC=[ID, number], SRC-PROP-LABEL=[ISFDB]}
P1234	{SRC-PROP-DESC=[Database, Speculative, Fiction], SRC-PROP-LABEL=[ID, publication]}	{SRC-PROP-DESC=[ID, number], SRC-PROP-LABEL=[ISFDB]}
P1235	{SRC-PROP-DESC=[Database, Internet, Speculative, Fiction], SRC-PROP-LABEL=[ID, series]}	{SRC-PROP-DESC=[ID, number], SRC-PROP-LABEL=[ISFDB]}
P1236	{SRC-PROP-DESC=[music]}	{SRC-PROP-DESC=[arsons], SRC-PROP-LABEL=[arsons]}
P1237	{SRC-PROP-DESC=[Mojo, Box, Office], INST-FACET=[work], SRC-PROP-LABEL=[ID, film]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Box, Office, Mojo]}
P1238	{SRC-PROP-DESC=[players, Swedish, soccer]}	{SRC-PROP-DESC=[database], SRC-PROP-LABEL=[Football, Swedish, Association, ID]}
P1239	{SRC-PROP-DESC=[Database, Speculative, Fiction], SRC-PROP-LABEL=[ID]}	{SRC-PROP-DESC=[ID, number], SRC-PROP-LABEL=[ISFDB, publisher]}
P1240	{SRC-PROP-LABEL=[level]}	{SRC-PROP-LABEL=[Bibliometric, Danish, Research, Indicator]}
P1241	{}	{SRC-PROP-LABEL=[Football, Swiss, Association, Club, Number]}
P1242	{SRC-PROP-DESC=[http://theatricalia.com/], SRC-PROP-LABEL=[ID]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[Theatricalia]}
P1243	{}	{SRC-PROP-LABEL=[International, Standard, Recording, Code], SUB-ITEM=[International Standard Recording Code]}
P1244	{SRC-PROP-DESC=[entity, specific]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[phone, number], SUB-ITEM=[telephone number]}
P1245	{}	{SRC-PROP-DESC=[Meaning], SRC-PROP-LABEL=[OmegaWiki, Defined, Meaning]}
P1246	{SRC-PROP-DESC=[invention, patented]}	{SRC-PROP-DESC=[string], SRC-PROP-LABEL=[patent, number]}
P1247	{SRC-PROP-DESC=[engine]}	{SRC-PROP-DESC=[compression, ratio], SRC-PROP-LABEL=[compression, ratio]}
P1248	{SRC-PROP-DESC=[museums, Nordic], INST-FACET=[authority control]}	{SRC-PROP-DESC=[authority, posts], SUB-ITEM=[KulturNav]}
P1249	{}	{SRC-PROP-DESC=[time], SRC-PROP-LABEL=[time, earliest]}
P1250	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[SNO/CNO]}	{SRC-PROP-DESC=[conference], SRC-PROP-LABEL=[Bibliometric, Danish, Research, Indicator]}
P1251	{SRC-PROP-DESC=[languages], SRC-PROP-LABEL=[code, ASCL]}	{SRC-PROP-DESC=[Classification, Australian, Standard], SRC-PROP-LABEL=[ABS]}
P1252	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[code]}	{SRC-PROP-DESC=[Languages, Australian, Indigenous, Database, language], SRC-PROP-LABEL=[AUSTLANG]}
P1253	{SRC-PROP-DESC=[Vaud]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[BCU, Ecrivainsvd]}
P1254	{SRC-PROP-DESC=[project, reference]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[ID]}
P1255	{SRC-PROP-DESC=[database, archive]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Helveticarchives, ID]}
P1256	{SRC-PROP-DESC=[theme, artistic]}	{SRC-PROP-DESC=[code, Iconclass], SRC-PROP-LABEL=[notation, Iconclass]}
P1257	{SRC-PROP-DESC=[artwork], SRC-PROP-LABEL=[Iconclass, notation]}	{SRC-PROP-DESC=[code, Iconclass]}
P1258	{INST-FACET=[work], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[m], SRC-PROP-LABEL=[Tomatoes, Rotten]}
P1259	{SRC-PROP-DESC=[scene], INST-FACET=[geographic location]}	{SRC-PROP-DESC=[point], SRC-PROP-LABEL=[point]}
P126	{}	{SRC-PROP-DESC=[organization, charge]}
P1260	{INST-FACET=[cultural heritage], SRC-PROP-LABEL=[Sweden]}	{SRC-PROP-LABEL=[heritage, Cultural, database]}
P1261	{SRC-PROP-DESC=[Sweden]}	{SRC-PROP-DESC=[database], SRC-PROP-LABEL=[Rundata]}
P1262	{SRC-PROP-DESC=[Sweden]}	{SRC-PROP-DESC=[database], SRC-PROP-LABEL=[RAÄ-nummer]}
P1263	{SRC-PROP-DESC=[entries], INST-FACET=[authority control]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[NNDB, people]}
P1264	{SRC-PROP-DESC=[statement, valid, is]}	{SRC-PROP-DESC=[time, period], SRC-PROP-LABEL=[period]}
P1265	{INST-FACET=[work], SRC-PROP-LABEL=[ID, movie]}	{SRC-PROP-LABEL=[AlloCiné]}
P1266	{SRC-PROP-LABEL=[ID]}	{SRC-PROP-LABEL=[AlloCiné]}
P1267	{SRC-PROP-LABEL=[ID, serie]}	{SRC-PROP-LABEL=[AlloCiné]}
P1268	{SRC-PROP-DESC=[entity], SRC-PROP-LABEL=[organisation]}	{SRC-PROP-DESC=[organization]}
P1269	{SRC-PROP-DESC=[topic], SRC-PROP-LABEL=[facet]}	{SRC-PROP-DESC=[aspect, main]}
P127	{INVS-PROP=[property], SEE-ALSO=[organization]}	{SRC-PROP-DESC=[owner], SUB-ITEM=[proprietor]}
P1270	{SRC-PROP-DESC=[journals, academic], SRC-PROP-LABEL=[ID, periodical]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Norway, Database]}
P1271	{SRC-PROP-LABEL=[ID]}	{SRC-PROP-LABEL=[Norway, Database]}
P1272	{SRC-PROP-LABEL=[code, periodical]}	{SRC-PROP-LABEL=[Norway, Import, Service]}
P1273	{SRC-PROP-DESC=[National, Library], INST-FACET=[authority control]}	{SRC-PROP-DESC=[authority, Catalan, control, identifier], SRC-PROP-LABEL=[CANTIC]}
P1274	{SRC-PROP-DESC=[Database, Speculative, Fiction], SRC-PROP-LABEL=[ID, title]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[ISFDB]}
P1275	{SRC-PROP-LABEL=[code, Registration, Authority, publisher]}	{SRC-PROP-LABEL=[Norway, Import, Service]}
P1276	{SRC-PROP-DESC=[Jura, Dictionnaire, du]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Dictionnaire, du, Jura, ID]}
P1277	{SRC-PROP-DESC=[Forum]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Jufo, ID]}
P1278	{SRC-PROP-DESC=[entity], SRC-PROP-LABEL=[Identifier, Entity]}	{SRC-PROP-DESC=[string], SRC-PROP-LABEL=[Entity, Identifier]}
P1279	{SRC-PROP-DESC=[year, one]}	{SRC-PROP-DESC=[percent, change], SRC-PROP-LABEL=[inflation, rate], SUB-ITEM=[inflation rate]}
P128	{SRC-PROP-DESC=[protein]}	{SRC-PROP-DESC=[process]}
P1280	{SRC-PROP-DESC=[database, CONOR.SI], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[CONOR]}
P1281	{SRC-PROP-DESC=[Flickr, lanet]}	{SRC-PROP-DESC=[location, ID], SRC-PROP-LABEL=[WOEID]}
P1282	{SRC-PROP-DESC=[schema], SRC-PROP-LABEL=[key]}	{SRC-PROP-DESC=[OpenStreetMap], SRC-PROP-LABEL=[OpenStreetMap]}
P1283	{SRC-PROP-DESC=[films], INST-FACET=[human]}	{SRC-PROP-DESC=[person], SRC-PROP-LABEL=[filmography], SUB-ITEM=[filmography]}
P1284	{SRC-PROP-DESC=[Archiv, Munzinger]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Munzinger, IBA], SUB-ITEM=[Munzinger Archiv]}
P1285	{SRC-PROP-DESC=[Archiv, Munzinger]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Munzinger, Sport], SUB-ITEM=[Munzinger Sport]}
P1286	{SRC-PROP-DESC=[Archiv, Munzinger], SRC-PROP-LABEL=[op]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Munzinger]}
P1287	{SRC-PROP-DESC=[Archiv, Munzinger], SRC-PROP-LABEL=[Gegenwart, Komponisten]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[KDG]}
P1288	{SRC-PROP-DESC=[Archiv, Munzinger], SRC-PROP-LABEL=[Gegenwartsliteratur, Lexikon]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[KLG, Kritisches]}
P1289	{SRC-PROP-LABEL=[Lexikon]}	{SRC-PROP-LABEL=[KLfG, Kritisches]}
P129	{}	{SRC-PROP-DESC=[entity, physical]}
P1290	{SRC-PROP-DESC=[godparent], INST-FACET=[human]}	{SRC-PROP-DESC=[person], SRC-PROP-LABEL=[godparent], SUB-ITEM=[godparent]}
P1291	{SRC-PROP-DESC=[writers, modern], SRC-PROP-LABEL=[ID, Switzerland]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Association, Authors]}
P1292	{SRC-PROP-DESC=[catalogue, German, National, Library], SEE-ALSO=[authority control]}	{SRC-PROP-DESC=[ID], SEE-ALSO=[Integrated Authority File], SRC-PROP-LABEL=[DNB, editions]}
P1293	{SRC-PROP-LABEL=[ID, Certificate]}	{SRC-PROP-LABEL=[Certificate, ID]}
P1294	{SRC-PROP-DESC=[ecoregions], SRC-PROP-LABEL=[code, ecoregion]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[WWF]}
P1295	{}	{SRC-PROP-DESC=[ability], SRC-PROP-LABEL=[emissivity]}
P1296	{SRC-PROP-DESC=[identifier], INST-FACET=[authority control]}	{SRC-PROP-DESC=[Gran, Enciclopèdia, Catalana], SRC-PROP-LABEL=[Gran, Enciclopèdia, Catalana, ID]}
P1297	{SRC-PROP-DESC=[Service, United, States, Internal, Revenue]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[IRS, Employer, Identification, Number]}
P1299	{}	{}
P1300	{SRC-PROP-DESC=[journal]}	{SRC-PROP-DESC=[bibcode], SRC-PROP-LABEL=[bibcode]}
P1301	{SRC-PROP-DESC=[building], SRC-PROP-LABEL=[elevators]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[number]}
P1302	{SRC-PROP-DESC=[road], INST-FACET=[geographic location]}	{SRC-PROP-DESC=[cities, major], SRC-PROP-LABEL=[destinations, primary]}
P1303	{SRC-PROP-DESC=[person], INST-FACET=[human]}	{SRC-PROP-DESC=[instrument], SRC-PROP-LABEL=[instrument]}
P1304	{}	{SRC-PROP-DESC=[bank, central], SRC-PROP-LABEL=[bank, central], SUB-ITEM=[central bank]}
P1305	{}	{SRC-PROP-LABEL=[Skyscraper, Center, ID]}
P1307	{SRC-PROP-DESC=[arliament, Swiss], INST-FACET=[human]}	{SRC-PROP-DESC=[IDs], SRC-PROP-LABEL=[parliament, Swiss, identifier]}
P1308	{SRC-PROP-DESC=[office]}	{SRC-PROP-DESC=[person], SRC-PROP-LABEL=[officeholder]}
P1309	{SRC-PROP-DESC=[Alexandrina, Bibliotheca], INST-FACET=[authority control]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[EGAXA, identifier]}
P131	{SUB-PROP=[geographic location], SEE-ALSO=[geographic location], INST-FACET=[geographic location]}	{SRC-PROP-DESC=[item], SUB-PROP=[geographic location], SEE-ALSO=[body of water, landform, geographic location], SRC-PROP-LABEL=[entity, administrative, territorial], SUB-ITEM=[administrative territorial entity]}
P1310	{}	{SRC-PROP-DESC=[entity], SRC-PROP-LABEL=[statement]}
P1311	{SRC-PROP-DESC=[Canada, United, States]}	{SRC-PROP-DESC=[database], SRC-PROP-LABEL=[lostbridges.org, ID]}
P1312	{SRC-PROP-DESC=[dimension, next-lower]}	{SRC-PROP-DESC=[facet], SRC-PROP-LABEL=[polytope]}
P1313	{SRC-PROP-DESC=[head], SRC-PROP-LABEL=[head]}	{SRC-PROP-DESC=[office, political], SRC-PROP-LABEL=[office]}
P1314	{SRC-PROP-DESC=[spans], SRC-PROP-LABEL=[spans]}	{SRC-PROP-DESC=[bridge], SRC-PROP-LABEL=[number]}
P1315	{SRC-PROP-DESC=[identifier, Australia, party], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[National, Library], SRC-PROP-LABEL=[eople]}
P1316	{SRC-PROP-DESC=[Database, Swedish, Media]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[SMDB, ID]}
P1317	{INST-FACET=[death, birth, human]}	{SRC-PROP-DESC=[birth, death], SRC-PROP-LABEL=[floruit]}
P1318	{SRC-PROP-DESC=[something]}	{SRC-PROP-DESC=[person]}
P1319	{SRC-PROP-DESC=[event]}	{SRC-PROP-DESC=[date], SRC-PROP-LABEL=[date]}
P1320	{SRC-PROP-DESC=[database, OpenCorporates]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[OpenCorporates, ID]}
P1321	{SRC-PROP-DESC=[lieu, d'origine], SRC-PROP-LABEL=[origin]}	{SRC-PROP-DESC=[d'origine, lieu], SRC-PROP-LABEL=[place], SUB-ITEM=[place of origin]}
P1322	{SRC-PROP-DESC=[curve, polytope, graph]}	{SRC-PROP-DESC=[polytope, graph, curve]}
P1323	{SRC-PROP-DESC=[identifier, human, anatomical, terminology], SRC-PROP-LABEL=[Anatomica, Terminologia]}	{SRC-PROP-DESC=[Terminologia, Anatomica], SRC-PROP-LABEL=[Terminologia, Anatomica], SUB-ITEM=[Terminologia Anatomica]}
P1324	{SRC-PROP-DESC=[repository, code], SRC-PROP-LABEL=[repository, code]}	{SRC-PROP-DESC=[source, public], SRC-PROP-LABEL=[source], SUB-ITEM=[source code]}
P1325	{SRC-PROP-DESC=[data, external]}	{SRC-PROP-DESC=[site], SRC-PROP-LABEL=[data, external]}
P1326	{SRC-PROP-DESC=[something]}	{SRC-PROP-DESC=[time, possible], SRC-PROP-LABEL=[date]}
P1327	{SRC-PROP-DESC=[athlete], INST-FACET=[human], SRC-PROP-LABEL=[partner, sports]}	{SRC-PROP-DESC=[person], SRC-PROP-LABEL=[sports, partner]}
P1329	{SRC-PROP-DESC=[URL, datatype, phone, numbers, support]}	{SRC-PROP-DESC=[property, phone, String], SRC-PROP-LABEL=[phone, number], SUB-ITEM=[telephone number]}
P1330	{SRC-PROP-DESC=[MusicBrainz], SRC-PROP-LABEL=[ID, instrument]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[MusicBrainz]}
P1331	{SRC-PROP-DESC=[Europe], INST-FACET=[human], SRC-PROP-LABEL=[ID, member]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[ACE]}
P1332	{SRC-PROP-DESC=[location], INST-FACET=[geographic location], SRC-PROP-LABEL=[point, northernmost]}	{SRC-PROP-DESC=[point, northernmost], SRC-PROP-LABEL=[coordinate]}
P1333	{SRC-PROP-DESC=[place], INST-FACET=[geographic location], SRC-PROP-LABEL=[point, southernmost]}	{SRC-PROP-DESC=[point, southernmost], SRC-PROP-LABEL=[coordinate]}
P1334	{SRC-PROP-DESC=[location], INST-FACET=[geographic location], SRC-PROP-LABEL=[point, easternmost]}	{SRC-PROP-DESC=[point, easternmost], SRC-PROP-LABEL=[coordinate]}
P1335	{SRC-PROP-DESC=[location], INST-FACET=[geographic location], SRC-PROP-LABEL=[point, westernmost]}	{SRC-PROP-DESC=[point, westernmost], SRC-PROP-LABEL=[coordinate]}
P1336	{SRC-PROP-DESC=[control]}	{SRC-PROP-DESC=[divisions, administrative], SRC-PROP-LABEL=[territory]}
P1338	{SRC-PROP-DESC=[datum, geodetic], SRC-PROP-LABEL=[ID, SG]}	{SRC-PROP-DESC=[etroleum, European], SRC-PROP-LABEL=[E]}
P1339	{SRC-PROP-DESC=[event]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[number]}
P134	{SRC-PROP-DESC=[language]}	{SRC-PROP-DESC=[dialects], SRC-PROP-LABEL=[dialect]}
P1340	{SRC-PROP-DESC=[eyes], INST-FACET=[human]}	{SRC-PROP-DESC=[color], SRC-PROP-LABEL=[eye, color], SUB-ITEM=[eye color]}
P1341	{SRC-PROP-DESC=[deputies, incumbent, former], INST-FACET=[human], SRC-PROP-LABEL=[ID, Deputies]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Chamber, Italian], SUB-ITEM=[member of the Chamber of Deputies of the Italian Republic]}
P1342	{SRC-PROP-DESC=[assembly], SRC-PROP-LABEL=[seats]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[number]}
P1343	{SRC-PROP-DESC=[item]}	{SRC-PROP-DESC=[dictionary, encyclopaedia]}
P1344	{SRC-PROP-DESC=[person], INST-FACET=[human], SRC-PROP-LABEL=[participant]}	{SRC-PROP-DESC=[event]}
P1345	{SRC-PROP-DESC=[killer, serial], SRC-PROP-LABEL=[victims]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[number]}
P1346	{SRC-PROP-DESC=[event]}	{SRC-PROP-DESC=[winner], SRC-PROP-LABEL=[winner]}
P1347	{}	{SRC-PROP-LABEL=[casualty, military, classification]}
P1348	{SRC-PROP-DESC=[AlgaeBase, website], SRC-PROP-LABEL=[URL]}	{SRC-PROP-DESC=[URL], SRC-PROP-LABEL=[AlgaeBase], SUB-ITEM=[AlgaeBase]}
P1349	{SRC-PROP-DESC=[genome]}	{SRC-PROP-DESC=[ploidy], SRC-PROP-LABEL=[ploidy]}
P135	{SRC-PROP-DESC=[movement, philosophical], INST-FACET=[organization, human, cultural heritage]}	{SRC-PROP-DESC=[person, work], SRC-PROP-LABEL=[movement]}
P1350	{}	{SRC-PROP-DESC=[matches, games], SRC-PROP-LABEL=[number, matches]}
P1351	{SRC-PROP-DESC=[qualifier], INST-FACET=[qualifier]}	{SRC-PROP-DESC=[goals], SRC-PROP-LABEL=[number, points/goals]}
P1352	{SRC-PROP-DESC=[sport]}	{SRC-PROP-DESC=[ranking]}
P1353	{SRC-PROP-DESC=[name, scientific], INST-FACET=[qualifier]}	{SRC-PROP-DESC=[spelling, original], SRC-PROP-LABEL=[spelling, original]}
P1354	{SRC-PROP-DESC=[work]}	{SRC-PROP-DESC=[features]}
P1355	{}	{SRC-PROP-DESC=[number, matches], SRC-PROP-LABEL=[matches, won/games]}
P1356	{}	{SRC-PROP-DESC=[number, matches], SRC-PROP-LABEL=[matches, lost/games]}
P1357	{}	{SRC-PROP-DESC=[number, matches], SRC-PROP-LABEL=[matches/games]}
P1358	{SRC-PROP-DESC=[decathlon, league, table]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[points]}
P1359	{}	{SRC-PROP-DESC=[points], SRC-PROP-LABEL=[number, points/goals]}
P136	{SRC-PROP-DESC=[artist]}	{SRC-PROP-DESC=[genre], SRC-PROP-LABEL=[genre], SUB-ITEM=[genre]}
P1360	{SRC-PROP-DESC=[particle, elementary], SRC-PROP-LABEL=[Number]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[Monte, Carlo]}
P1361	{}	{SRC-PROP-LABEL=[Anime, News, Network, ID]}
P1362	{SRC-PROP-DESC=[Switzerland], SRC-PROP-LABEL=[Schweiz]}	{SRC-PROP-DESC=[edition, online, ID], SRC-PROP-LABEL=[Theaterlexikon], SUB-ITEM=[Theaterlexikon der Schweiz]}
P1363	{SRC-PROP-DESC=[point, goal]}	{SRC-PROP-DESC=[person]}
P1364	{SRC-PROP-DESC=[identifier, table, tennis, player]}	{SRC-PROP-DESC=[ITTF], SRC-PROP-LABEL=[ITTF, ID]}
P1365	{SRC-PROP-DESC=[office, position], SEE-ALSO=[qualifier], INST-FACET=[qualifier]}	{SRC-PROP-DESC=[item, erson], INVS-PROP=[qualifier]}
P1366	{SRC-PROP-DESC=[office, position, etc], SEE-ALSO=[qualifier], INST-FACET=[qualifier]}	{SRC-PROP-DESC=[erson], INVS-PROP=[qualifier]}
P1367	{SRC-PROP-DESC=[artists], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier, artist]}	{SRC-PROP-DESC=[authority], SRC-PROP-LABEL=[BBC]}
P1368	{SRC-PROP-DESC=[code, Latvia], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[National, Library], SRC-PROP-LABEL=[LNB]}
P1369	{SRC-PROP-DESC=[database, Iranian, National, Heritage], SRC-PROP-LABEL=[number, registration]}	{SRC-PROP-DESC=[registration, number], SRC-PROP-LABEL=[National, Iranian, Heritage]}
P137	{SRC-PROP-DESC=[service, facility]}	{SRC-PROP-DESC=[organization], SRC-PROP-LABEL=[operator]}
P1370	{SRC-PROP-DESC=[units, Haitian, administrative]}	{SRC-PROP-DESC=[code], SRC-PROP-LABEL=[identifier, ihsi]}
P1371	{SRC-PROP-DESC=[Archaeological, Survey], INST-FACET=[cultural heritage]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[ASI, Monument, ID]}
P1372	{SRC-PROP-LABEL=[library, software]}	{SRC-PROP-DESC=[software, library], SRC-PROP-LABEL=[binding]}
P1373	{}	{SRC-PROP-DESC=[number, people], SRC-PROP-LABEL=[ridership]}
P1375	{SRC-PROP-DESC=[Zagreb], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[NSK]}
P1376	{SRC-PROP-DESC=[municipality, seat, governmental, is], INVS-PROP=[capital], SRC-PROP-LABEL=[capital]}	{SRC-PROP-DESC=[country, state, department, canton, other, administrative, division], INVS-PROP=[geographic location]}
P1377	{SRC-PROP-DESC=[MTR], SRC-PROP-LABEL=[code, station]}	{SRC-PROP-DESC=[Hong, Kong, station, codes], SRC-PROP-LABEL=[MTR]}
P1378	{SRC-PROP-LABEL=[code, station]}	{SRC-PROP-DESC=[digit, five, code, railway], SRC-PROP-LABEL=[China, railway, TMIS]}
P138	{SRC-PROP-DESC=[name, namesake]}	{SRC-PROP-DESC=[entity, event]}
P1380	{SRC-PROP-DESC=[Inventory, National, Bridge]}	{SRC-PROP-DESC=[database], SRC-PROP-LABEL=[uglybridges.com, ID]}
P1381	{SRC-PROP-DESC=[bridges, historic]}	{SRC-PROP-DESC=[database], SRC-PROP-LABEL=[bridgehunter.com, ID]}
P1382	{SRC-PROP-DESC=[part]}	{}
P1383	{SRC-PROP-DESC=[division, administrative], SRC-PROP-LABEL=[settlement]}	{SRC-PROP-DESC=[settlement]}
