ID 	 arg1 	 arg2
P10	{}	{SRC-PROP-DESC=[video, relevant], SRC-PROP-LABEL=[video], SUB-ITEM=[video]}
P1000	{SRC-PROP-DESC=[person, entity]}	{SRC-PROP-DESC=[record, notable], SRC-PROP-LABEL=[record]}
P1001	{SRC-PROP-DESC=[value]}	{SRC-PROP-DESC=[item], SRC-PROP-LABEL=[jurisdiction]}
P1002	{SRC-PROP-DESC=[cylinders]}	{SRC-PROP-DESC=[configuration], SRC-PROP-LABEL=[engine, configuration]}
P1003	{SRC-PROP-DESC=[National, Library], INST-FACET=[authority control]}	{SRC-PROP-DESC=[authority, control, identifier], SRC-PROP-LABEL=[NLR, identifier]}
P1004	{SRC-PROP-DESC=[encyclopedia, MusicBrainz, open, music], INST-FACET=[authority control], SRC-PROP-LABEL=[ID, place]}	{SRC-PROP-DESC=[place, identifier], SRC-PROP-LABEL=[MusicBrainz]}
P1005	{SRC-PROP-DESC=[Library, National], INST-FACET=[authority control]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[TBN, identifier]}
P1006	{SRC-PROP-DESC=[names, Author], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[National, Thesaurus], SRC-PROP-LABEL=[NTA]}
P1007	{SRC-PROP-DESC=[group, person], SRC-PROP-LABEL=[number, latform]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[Lattes]}
P101	{SRC-PROP-DESC=[item], SRC-PROP-LABEL=[work]}	{SRC-PROP-DESC=[fields], SRC-PROP-LABEL=[field]}
P1010	{SRC-PROP-DESC=[Iran], SRC-PROP-LABEL=[ID]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Iran]}
P1011	{INST-FACET=[qualifier]}	{}
P1012	{INST-FACET=[qualifier]}	{}
P1013	{INST-FACET=[qualifier]}	{SRC-PROP-LABEL=[criterion]}
P1014	{SRC-PROP-DESC=[Institute, Getty, Research], INST-FACET=[authority control]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[AAT, identifier]}
P1015	{SRC-PROP-DESC=[BIBSYS], INST-FACET=[authority control]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[identifier, BIBSYS]}
P1016	{SRC-PROP-DESC=[classification, asteroid]}	{SRC-PROP-DESC=[type], SRC-PROP-LABEL=[asteroid, taxonomy], SUB-ITEM=[asteroid spectral type]}
P1017	{SRC-PROP-DESC=[Vatican, Library], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[authority, control, identifier], SRC-PROP-LABEL=[BAV]}
P1018	{SRC-PROP-DESC=[language], SRC-PROP-LABEL=[body, regulatory]}	{SRC-PROP-DESC=[body, regulatory], SRC-PROP-LABEL=[language]}
P1019	{SRC-PROP-DESC=[person/organisation/project]}	{SRC-PROP-DESC=[newsfeed], SRC-PROP-LABEL=[feed, URL]}
P102	{SRC-PROP-DESC=[politician, member, been], SUB-PROP=[human], INST-FACET=[human], SRC-PROP-LABEL=[party, political]}	{SRC-PROP-DESC=[party, political], SRC-PROP-LABEL=[member], SUB-ITEM=[political party]}
P1021	{SRC-PROP-DESC=[occupations]}	{SRC-PROP-DESC=[classification, German], SRC-PROP-LABEL=[occupation, KldB-2010, code]}
P1022	{SRC-PROP-LABEL=[code, occupation]}	{SRC-PROP-DESC=[classification, Spanish, occupations], SRC-PROP-LABEL=[CNO-11]}
P1023	{SRC-PROP-DESC=[version, 2010]}	{SRC-PROP-DESC=[CBS, Dutch], SRC-PROP-LABEL=[occupation, SBC-2010, code]}
P1024	{SRC-PROP-LABEL=[code, occupation]}	{SRC-PROP-DESC=[classification, Swiss, occupations], SRC-PROP-LABEL=[SBFI]}
P1025	{SRC-PROP-DESC=[catalog, French, union]}	{SRC-PROP-DESC=[item, number], SRC-PROP-LABEL=[SUDOC, editions]}
P1026	{SRC-PROP-DESC=[someone, hD, degree, obtain], INST-FACET=[human]}	{SRC-PROP-DESC=[thesis], SRC-PROP-LABEL=[thesis, doctoral]}
P1027	{SRC-PROP-DESC=[honor], INST-FACET=[qualifier]}	{SRC-PROP-DESC=[person, organization]}
P1028	{}	{SRC-PROP-DESC=[person, organization]}
P1029	{SRC-PROP-DESC=[vehicle]}	{SRC-PROP-DESC=[person], SRC-PROP-LABEL=[crew, member]}
P103	{SRC-PROP-DESC=[person], SUB-PROP=[human], SEE-ALSO=[human], INST-FACET=[human]}	{SRC-PROP-DESC=[language], SRC-PROP-LABEL=[language, native], SUB-ITEM=[first language]}
P1030	{SRC-PROP-DESC=[chart, nautical]}	{SRC-PROP-DESC=[description], SRC-PROP-LABEL=[lighthouse]}
P1031	{SRC-PROP-DESC=[decision, court], SRC-PROP-LABEL=[text]}	{SRC-PROP-DESC=[citation, legal], SRC-PROP-LABEL=[citation, legal], SUB-ITEM=[Legal citation]}
P1032	{SRC-PROP-DESC=[use], SRC-PROP-LABEL=[system]}	{SRC-PROP-DESC=[technologies], SRC-PROP-LABEL=[Digital, Rights, Management]}
P1033	{SRC-PROP-DESC=[danger], SRC-PROP-LABEL=[word, signal]}	{SRC-PROP-LABEL=[GHS], SUB-ITEM=[GHS signal word]}
P1034	{SRC-PROP-DESC=[organism, nutrition, depends]}	{SRC-PROP-DESC=[species, genus], SRC-PROP-LABEL=[food, main, source]}
P1035	{SRC-PROP-DESC=[person], INST-FACET=[human]}	{SRC-PROP-DESC=[word, expression, connotations], SRC-PROP-LABEL=[suffix, honorific]}
P1036	{SRC-PROP-DESC=[DDC, corresponding, edition], SRC-PROP-LABEL=[Classification]}	{SRC-PROP-LABEL=[Dewey, Decimal], SUB-ITEM=[Dewey Decimal Classification]}
P1037	{SRC-PROP-DESC=[kind]}	{SRC-PROP-DESC=[person], SRC-PROP-LABEL=[manager/director]}
P1038	{SEE-ALSO=[qualifier, human], INST-FACET=[human]}	{SRC-PROP-DESC=[family, member], SEE-ALSO=[mother, father, kinship, child], SUB-ITEM=[kinship]}
P1039	{SRC-PROP-DESC=[family, unusual, relationships], SEE-ALSO=[human], INST-FACET=[qualifier], SRC-PROP-LABEL=[kinship]}	{SRC-PROP-DESC=[qualifier, ``], SEE-ALSO=[kinship], SRC-PROP-LABEL=[type], SUB-ITEM=[kinship]}
P1040	{}	{SRC-PROP-DESC=[person], SRC-PROP-LABEL=[film, editor]}
P1041	{SRC-PROP-DESC=[part, electronic]}	{SRC-PROP-DESC=[socket], SRC-PROP-LABEL=[sockets]}
P1042	{SRC-PROP-DESC=[serials], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[ZDB]}
P1043	{SRC-PROP-DESC=[IDEO]}	{SRC-PROP-DESC=[occupation, ID], SRC-PROP-LABEL=[IDEO, Job, ID]}
P1044	{SRC-PROP-DESC=[Network, Library]}	{SRC-PROP-DESC=[union, catalog], SRC-PROP-LABEL=[SWB, editions]}
P1045	{SRC-PROP-DESC=[Assembly, French, National]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Sycomore, ID], SUB-ITEM=[Sycomore]}
P1046	{}	{SRC-PROP-DESC=[exoplanet], SRC-PROP-LABEL=[discovery, method], SUB-ITEM=[Methods of detecting extrasolar planets]}
P1047	{SRC-PROP-DESC=[catholic-hierarchy]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Catholic, Hierarchy, ID], SUB-ITEM=[Catholic-Hierarchy.org]}
P1048	{SRC-PROP-DESC=[Taiwan], INST-FACET=[authority control]}	{SRC-PROP-DESC=[authority, control, number], SRC-PROP-LABEL=[NCL, identifier]}
P1049	{INST-FACET=[human], SRC-PROP-LABEL=[deity]}	{SRC-PROP-DESC=[religion, group/civilization]}
P105	{SRC-PROP-DESC=[hierarchy, taxonomic]}	{SRC-PROP-DESC=[level], SRC-PROP-LABEL=[taxon, rank], SUB-ITEM=[taxonomic rank]}
P1050	{SRC-PROP-DESC=[animal, individual], INST-FACET=[human]}	{SRC-PROP-DESC=[disease, other, health, problem], SRC-PROP-LABEL=[condition, medical]}
P1051	{SRC-PROP-DESC=[Library, Czech, Technical], INST-FACET=[authority control]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[SH, ID]}
P1052	{SRC-PROP-LABEL=[C, Job, Code]}	{SRC-PROP-LABEL=[ortuguese]}
P1053	{SRC-PROP-DESC=[authors, scientific]}	{SRC-PROP-DESC=[system], SRC-PROP-LABEL=[ResearcherID], SUB-ITEM=[ResearcherID]}
P1054	{SRC-PROP-DESC=[Library, National, Diet]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[NDL, editions]}
P1055	{SRC-PROP-DESC=[Medicine]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[NLM, ID]}
P1056	{SRC-PROP-DESC=[mine]}	{SRC-PROP-DESC=[material]}
P1057	{SRC-PROP-DESC=[entity, localized, is]}	{SRC-PROP-DESC=[chromosome], SRC-PROP-LABEL=[chromosome]}
P1058	{SRC-PROP-DESC=[journals, academic], SRC-PROP-LABEL=[ID, Journal]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[ERA]}
P1059	{SRC-PROP-DESC=[identifier]}	{SRC-PROP-DESC=[Central, Business, Register], SRC-PROP-LABEL=[CVR]}
P106	{SRC-PROP-DESC=[person], INST-FACET=[human]}	{SRC-PROP-DESC=[occupation], SRC-PROP-LABEL=[occupation], SUB-ITEM=[occupation]}
P1060	{SRC-PROP-DESC=[pathogen], SRC-PROP-LABEL=[process, transmission]}	{SRC-PROP-DESC=[process], SRC-PROP-LABEL=[pathogen]}
P1064	{SRC-PROP-DESC=[track, railway]}	{SRC-PROP-DESC=[spacing], SRC-PROP-LABEL=[track, gauge], SUB-ITEM=[track gauge]}
P1065	{}	{SRC-PROP-LABEL=[archive, URL]}
P1066	{SRC-PROP-DESC=[person], INVS-PROP=[student], INST-FACET=[human], SRC-PROP-LABEL=[student]}	{SRC-PROP-DESC=[person], INVS-PROP=[human], SUB-ITEM=[teacher]}
P1067	{SRC-PROP-DESC=[units, central, administrative], SRC-PROP-LABEL=[code, central, administrative, unit]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Thailand], SUB-ITEM=[Thai Industrial Standard 1099-2548]}
P1068	{SRC-PROP-DESC=[processor, architecture]}	{SRC-PROP-DESC=[instruction, set], SRC-PROP-LABEL=[instruction, set]}
P1069	{SRC-PROP-DESC=[ISCO]}	{SRC-PROP-DESC=[Danemark, Job, Code, DISCO-08], SRC-PROP-LABEL=[Danemark, Job, Code]}
P107	{}	{SRC-PROP-LABEL=[type, main]}
P1070	{SRC-PROP-DESC=[List, lant]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[lantList-ID], SUB-ITEM=[The Plant List]}
P1071	{SRC-PROP-DESC=[item], SRC-PROP-LABEL=[assembly, final]}	{SRC-PROP-DESC=[place], SEE-ALSO=[manufacturer], SRC-PROP-LABEL=[location]}
P1072	{SRC-PROP-DESC=[program]}	{SRC-PROP-DESC=[file], SRC-PROP-LABEL=[file, readable, format]}
P1073	{SRC-PROP-DESC=[program]}	{SRC-PROP-DESC=[file], SRC-PROP-LABEL=[file, writable, format]}
P1074	{SRC-PROP-DESC=[work, creative], SRC-PROP-LABEL=[analog, fictional]}	{}
P1075	{SRC-PROP-DESC=[university]}	{SRC-PROP-DESC=[rector], SRC-PROP-LABEL=[rector]}
P1076	{SRC-PROP-DESC=[database], SRC-PROP-LABEL=[ID, virus]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[ICTV], SUB-ITEM=[International Committee on Taxonomy of Viruses]}
P1077	{SRC-PROP-DESC=[units, Ukrainian, administrative], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[KOATUU]}
P1078	{}	{SRC-PROP-DESC=[configuration], SRC-PROP-LABEL=[valvetrain, configuration]}
P1079	{SRC-PROP-DESC=[rocket]}	{SRC-PROP-DESC=[organization], SRC-PROP-LABEL=[launch, contractor]}
P108	{INST-FACET=[human]}	{SRC-PROP-DESC=[organization], SRC-PROP-LABEL=[employer], SUB-ITEM=[employer]}
P1080	{SRC-PROP-DESC=[narrative]}	{SRC-PROP-DESC=[entity, fictional], SRC-PROP-LABEL=[universe, fictional]}
P1081	{SRC-PROP-DESC=[country]}	{SRC-PROP-DESC=[HDI, value], SRC-PROP-LABEL=[Human, Development, Index], SUB-ITEM=[Human Development Index]}
P1082	{}	{SRC-PROP-DESC=[number, people], SRC-PROP-LABEL=[population]}
P1083	{SRC-PROP-DESC=[vehicle, venue]}	{SRC-PROP-DESC=[capacity], SRC-PROP-LABEL=[capacity]}
P1084	{SRC-PROP-DESC=[catalog, Egyptian, union]}	{SRC-PROP-DESC=[catalogue, number], SRC-PROP-LABEL=[EUL, editions]}
P1085	{SRC-PROP-LABEL=[identifier, work]}	{SRC-PROP-DESC=[control, number], SRC-PROP-LABEL=[LibraryThing]}
P1086	{}	{SRC-PROP-DESC=[number, protons], SRC-PROP-LABEL=[number, atomic], SUB-ITEM=[atomic number]}
P1087	{SRC-PROP-DESC=[chess], SRC-PROP-LABEL=[rating]}	{SRC-PROP-DESC=[measure, quantitative], SRC-PROP-LABEL=[ELO]}
P1088	{}	{SRC-PROP-LABEL=[hardness], SUB-ITEM=[Mohs scale of mineral hardness]}
P109	{SRC-PROP-DESC=[signature], INST-FACET=[human]}	{SRC-PROP-DESC=[image], SRC-PROP-LABEL=[signature], SUB-ITEM=[signature]}
P1090	{SRC-PROP-DESC=[astronomical]}	{SRC-PROP-DESC=[redshift], SRC-PROP-LABEL=[redshift], SUB-ITEM=[red shift]}
P1092	{}	{SRC-PROP-DESC=[quantity, item], SRC-PROP-LABEL=[total]}
P1093	{SRC-PROP-DESC=[volume, overall, internal]}	{SRC-PROP-DESC=[index, unitless], SRC-PROP-LABEL=[tonnage, gross]}
P1096	{SRC-PROP-DESC=[circle, perfect]}	{SRC-PROP-DESC=[amount], SRC-PROP-LABEL=[eccentricity, orbital], SUB-ITEM=[orbital eccentricity]}
P1097	{SRC-PROP-DESC=[particle, elementary]}	{SRC-PROP-DESC=[property, characteristic], SRC-PROP-LABEL=[g-factor]}
P1098	{SRC-PROP-DESC=[language], SRC-PROP-LABEL=[speakers]}	{SRC-PROP-DESC=[number, people], SRC-PROP-LABEL=[number]}
P1099	{SRC-PROP-DESC=[masts], SRC-PROP-LABEL=[masts]}	{SRC-PROP-DESC=[ship], SRC-PROP-LABEL=[number]}
P110	{SRC-PROP-DESC=[book]}	{SRC-PROP-DESC=[illustrator], SRC-PROP-LABEL=[illustrator]}
P1100	{SRC-PROP-DESC=[compressor, piston, engine], SRC-PROP-LABEL=[cylinders]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[number]}
P1101	{SRC-PROP-DESC=[building], SRC-PROP-LABEL=[ground]}	{SRC-PROP-DESC=[ground, floor, count], SRC-PROP-LABEL=[floors]}
P1102	{SRC-PROP-DESC=[revolution]}	{SRC-PROP-DESC=[measure], SUB-ITEM=[Flattening]}
P1103	{SRC-PROP-LABEL=[platforms]}	{SRC-PROP-DESC=[number, tracks], SRC-PROP-LABEL=[number]}
P1104	{SRC-PROP-DESC=[work], SRC-PROP-LABEL=[pages]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[number]}
P1106	{SRC-PROP-DESC=[quantity, datatype]}	{SRC-PROP-DESC=[property], SRC-PROP-LABEL=[sandbox-quantity]}
P1107	{INST-FACET=[qualifier]}	{SRC-PROP-LABEL=[proportion]}
P1108	{}	{SRC-PROP-LABEL=[electronegativity], SUB-ITEM=[Electronegativity]}
P1109	{SRC-PROP-DESC=[qualifiers]}	{SRC-PROP-DESC=[index, refractive], SRC-PROP-LABEL=[index, refractive]}
P111	{SRC-PROP-DESC=[unit]}	{SRC-PROP-DESC=[property, physical], SRC-PROP-LABEL=[quantity, physical]}
P1110	{SRC-PROP-DESC=[exhibition, event]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[attendance]}
P1111	{SRC-PROP-DESC=[election]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[votes]}
P1112	{SRC-PROP-DESC=[number]}	{SRC-PROP-DESC=[identification, okémon], SRC-PROP-LABEL=[okédex, number]}
P1113	{SRC-PROP-DESC=[series]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[series, length]}
P1114	{}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[quantity]}
P1115	{SRC-PROP-DESC=[jurisdiction, municipality]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[ATVK, ID]}
P1116	{SRC-PROP-DESC=[Greece], SRC-PROP-LABEL=[code, geographical]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Kallikratis]}
P1117	{SRC-PROP-DESC=[constant, dissociation]}	{SRC-PROP-DESC=[acid], SRC-PROP-LABEL=[pKa], SUB-ITEM=[acid dissociation constant]}
P1118	{SRC-PROP-DESC=[player], INST-FACET=[human]}	{SRC-PROP-DESC=[ranking]}
P1119	{INST-FACET=[human], SRC-PROP-LABEL=[ranking]}	{SRC-PROP-DESC=[ranking, player], SRC-PROP-LABEL=[tennis]}
P112	{SRC-PROP-DESC=[place, organization, religion], INST-FACET=[organization]}	{SRC-PROP-DESC=[founder, co-founder], SRC-PROP-LABEL=[founder]}
P1120	{SRC-PROP-DESC=[result], SRC-PROP-LABEL=[deaths]}	{SRC-PROP-DESC=[number, people], SRC-PROP-LABEL=[number]}
P1121	{}	{SRC-PROP-LABEL=[oxidation, state]}
P1122	{}	{SRC-PROP-LABEL=[quantum, number], SUB-ITEM=[spin quantum number]}
P1123	{SRC-PROP-DESC=[particle, elementary]}	{SRC-PROP-DESC=[property], SRC-PROP-LABEL=[parity]}
P1124	{SRC-PROP-DESC=[unit, twenty-foot, equivalent]}	{SRC-PROP-DESC=[capacity], SRC-PROP-LABEL=[teu]}
P1125	{SRC-PROP-LABEL=[coefficient]}	{SRC-PROP-DESC=[measure, statistical], SRC-PROP-LABEL=[Gini], SUB-ITEM=[Gini coefficient]}
P1126	{SRC-PROP-DESC=[particle, elementary], SRC-PROP-LABEL=[number, quantum]}	{SRC-PROP-DESC=[property, characteristic], SRC-PROP-LABEL=[isospin]}
P1127	{SRC-PROP-DESC=[particle, elementary]}	{SRC-PROP-DESC=[property, characteristic], SRC-PROP-LABEL=[isospin, z-component]}
P1128	{SRC-PROP-DESC=[time]}	{SRC-PROP-DESC=[number, total], SRC-PROP-LABEL=[employees]}
P1129	{}	{SRC-PROP-LABEL=[team, national, caps]}
P113	{SRC-PROP-DESC=[hub], INST-FACET=[geographic location]}	{SRC-PROP-DESC=[airport], SRC-PROP-LABEL=[airline, hub]}
P1130	{SRC-PROP-LABEL=[titles]}	{SRC-PROP-DESC=[number, tournament]}
P1131	{SRC-PROP-DESC=[singles, tennis], SRC-PROP-LABEL=[titles]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[singles]}
P1132	{SRC-PROP-DESC=[part], SRC-PROP-LABEL=[participants]}	{SRC-PROP-DESC=[number, participants], SRC-PROP-LABEL=[number]}
P1133	{INST-FACET=[cultural heritage]}	{SRC-PROP-DESC=[Direction, générale, opérationelle, identifier], SRC-PROP-LABEL=[DGO4, identifier]}
P1134	{SRC-PROP-DESC=[item], SEE-ALSO=[geographic location], INST-FACET=[geographic location]}	{SRC-PROP-DESC=[location], SEE-ALSO=[body of water, administrative territorial entity, landform, geographic location], SRC-PROP-LABEL=[place], SUB-ITEM=[geographic location]}
P1135	{SRC-PROP-DESC=[nomenclature], INST-FACET=[qualifier]}	{SRC-PROP-DESC=[status], SRC-PROP-LABEL=[status, nomenclatural]}
P1136	{SRC-PROP-DESC=[question, scientific]}	{SRC-PROP-DESC=[person]}
P1137	{SRC-PROP-DESC=[unit, stratigraphic], SRC-PROP-LABEL=[unit]}	{SRC-PROP-DESC=[fossils]}
P1138	{}	{SRC-PROP-LABEL=[Kunstindeks, Danmark]}
P1139	{SRC-PROP-DESC=[building], SRC-PROP-LABEL=[ground]}	{SRC-PROP-DESC=[number, total], SRC-PROP-LABEL=[floors]}
P114	{SRC-PROP-DESC=[airline], SUB-PROP=[human]}	{SRC-PROP-DESC=[alliance], SRC-PROP-LABEL=[airline, alliance]}
P1140	{SRC-PROP-DESC=[Classification, Administrative, Settlement]}	{SRC-PROP-DESC=[Settlement, Administrative, Classification], SRC-PROP-LABEL=[EHAK]}
P1141	{SRC-PROP-DESC=[units, independent, actual, processing], SRC-PROP-LABEL=[cores, processor]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[number]}
P1142	{SRC-PROP-DESC=[organization]}	{SRC-PROP-DESC=[ideology, political], SRC-PROP-LABEL=[ideology, political]}
P1143	{SRC-PROP-DESC=[Republic, Argentine]}	{SRC-PROP-DESC=[catalogue, number], SRC-PROP-LABEL=[BN, editions]}
P1144	{SRC-PROP-DESC=[records, bibliographic], SEE-ALSO=[authority control]}	{SRC-PROP-DESC=[Library], SEE-ALSO=[Library of Congress Control Number], SRC-PROP-LABEL=[LCOC, LCCN]}
P1145	{}	{SRC-PROP-DESC=[libration, point], SRC-PROP-LABEL=[point, Lagrangian], SUB-ITEM=[Lagrangian point]}
P1146	{SRC-PROP-DESC=[website, database]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[IAAF, ID]}
P1148	{SRC-PROP-DESC=[isotope]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[neutron, number]}
P1149	{SRC-PROP-DESC=[class], SRC-PROP-LABEL=[Classification, Congress]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Library]}
P115	{}	{SRC-PROP-DESC=[home, stadium, venue], SRC-PROP-LABEL=[home, venue]}
P1150	{SRC-PROP-DESC=[class], SRC-PROP-LABEL=[Classification]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Regensburg], SUB-ITEM=[Regensburg Classification]}
P1151	{SRC-PROP-DESC=[topic]}	{SRC-PROP-DESC=[Wikimedia, portal], SRC-PROP-LABEL=[portal, main], SUB-ITEM=[Wikimedia portal]}
P1152	{SRC-PROP-DESC=[Media, Topics, vocabulary], SRC-PROP-LABEL=[Media, Topic]}	{SRC-PROP-DESC=[topic, classification], SRC-PROP-LABEL=[I]}
P1153	{SRC-PROP-DESC=[Scopus, bibliographic, database], SRC-PROP-LABEL=[ID, Author]}	{SRC-PROP-DESC=[author, unique, identifier], SRC-PROP-LABEL=[Scopus]}
P1154	{SRC-PROP-DESC=[Scopus, bibliographic, database]}	{SRC-PROP-DESC=[work, unique, academic, identifier], SRC-PROP-LABEL=[Scopus, EID], SUB-ITEM=[Scopus]}
P1155	{SRC-PROP-DESC=[identifier, unique]}	{SRC-PROP-DESC=[Scopus], SRC-PROP-LABEL=[Scopus, Affiliation, ID]}
P1156	{SRC-PROP-DESC=[identifier, unique]}	{SRC-PROP-DESC=[Scopus], SRC-PROP-LABEL=[Scopus, Source, ID]}
P1157	{SRC-PROP-DESC=[Congress, United, States], INST-FACET=[human], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[person, identifier], SRC-PROP-LABEL=[US, Congress, Bio]}
P1158	{SRC-PROP-DESC=[craft], SRC-PROP-LABEL=[landing]}	{SRC-PROP-DESC=[location], SRC-PROP-LABEL=[location]}
P1159	{SRC-PROP-DESC=[code, bibliographic]}	{SRC-PROP-DESC=[CODEN], SRC-PROP-LABEL=[CODEN]}
P1160	{SRC-PROP-DESC=[code/abbreviation, 4, bibliographic], SRC-PROP-LABEL=[abbreviation, 4]}	{SRC-PROP-DESC=[ISO], SRC-PROP-LABEL=[ISO]}
P1161	{SRC-PROP-DESC=[Z39], SRC-PROP-LABEL=[abbreviation, .5]}	{SRC-PROP-DESC=[code/abbreviation, .5, bibliographic, US, used], SRC-PROP-LABEL=[Z39]}
P1162	{SRC-PROP-DESC=[abbreviations], SRC-PROP-LABEL=[abbreviation]}	{SRC-PROP-DESC=[Bluebook, citation, style], SRC-PROP-LABEL=[Bluebook]}
P1163	{SRC-PROP-DESC=[type, file], SRC-PROP-LABEL=[type]}	{SRC-PROP-DESC=[identifier, IANA-registered], SRC-PROP-LABEL=[Internet], SUB-ITEM=[Internet media type]}
P1164	{SRC-PROP-DESC=[group, finite], SRC-PROP-LABEL=[group]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[cardinality]}
P1165	{SRC-PROP-DESC=[character, fictional, race]}	{SRC-PROP-DESC=[home, world/planet], SRC-PROP-LABEL=[home, world]}
P1167	{SRC-PROP-DESC=[devices, USB]}	{SRC-PROP-DESC=[vendor, ID], SRC-PROP-LABEL=[ID, USB]}
P1168	{SRC-PROP-DESC=[Denmark]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[municipality, code]}
P117	{SRC-PROP-DESC=[compound, chemical]}	{SRC-PROP-DESC=[representation], SRC-PROP-LABEL=[structure, chemical]}
P1170	{}	{SRC-PROP-DESC=[type, signal], SRC-PROP-LABEL=[signal, transmitted]}
P1171	{}	{SRC-PROP-DESC=[method], SRC-PROP-LABEL=[approximation, algorithm], SUB-ITEM=[approximation algorithm]}
P1172	{SRC-PROP-DESC=[Sweden]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Geokod]}
P1174	{SRC-PROP-LABEL=[year]}	{SRC-PROP-DESC=[number, people], SRC-PROP-LABEL=[visitors]}
P118	{SRC-PROP-DESC=[team]}	{SRC-PROP-DESC=[league], SRC-PROP-LABEL=[league]}
P1181	{SRC-PROP-DESC=[number]}	{SRC-PROP-DESC=[value, numerical], SRC-PROP-LABEL=[value, numeric]}
P1182	{SRC-PROP-DESC=[books, specific]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[LIBRIS, editions]}
P1183	{SRC-PROP-DESC=[rivers, streams]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[Gewässerkennzahl]}
P1184	{}	{}
P1185	{SRC-PROP-DESC=[rodovid.org]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[ID, Rodovid]}
P1186	{SRC-PROP-DESC=[s, past, present, ME], INST-FACET=[human], SRC-PROP-LABEL=[identifier, directory]}	{SRC-PROP-DESC=[directory], SRC-PROP-LABEL=[ME]}
P1187	{SRC-PROP-LABEL=[ID]}	{SRC-PROP-LABEL=[Dharma, Drum, Buddhist, College]}
P1188	{}	{SRC-PROP-LABEL=[Dharma, Drum, Buddhist, College, place, ID]}
P1189	{SRC-PROP-DESC=[class], SRC-PROP-LABEL=[Classification]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Library, Chinese]}
P119	{SRC-PROP-DESC=[person], SUB-PROP=[geographic location], INST-FACET=[death, birth, human], SRC-PROP-LABEL=[burial]}	{SRC-PROP-DESC=[location], SUB-PROP=[geographic location], SRC-PROP-LABEL=[location], SUB-ITEM=[burial, grave]}
P1190	{SRC-PROP-DESC=[classification, library], SRC-PROP-LABEL=[Classification]}	{SRC-PROP-DESC=[type], SRC-PROP-LABEL=[Universal, Decimal], SUB-ITEM=[Universal Decimal Classification]}
P1191	{SRC-PROP-DESC=[work]}	{SRC-PROP-DESC=[date], SRC-PROP-LABEL=[performance]}
P1192	{SRC-PROP-DESC=[station]}	{SRC-PROP-DESC=[service], SRC-PROP-LABEL=[service]}
P1193	{SRC-PROP-DESC=[disease]}	{SRC-PROP-DESC=[portion], SRC-PROP-LABEL=[prevalence]}
P1194	{SRC-PROP-DESC=[machine]}	{SRC-PROP-DESC=[signals], SRC-PROP-LABEL=[signal]}
P1195	{SRC-PROP-DESC=[file, format, dot, use]}	{SRC-PROP-DESC=[suffix], SRC-PROP-LABEL=[file, extension], SUB-ITEM=[filename extension]}
